,0
4195,Shanti Overseas (India) Ltd
4196,Iykot Hitech Toolroom Ltd
4197,Panyam Cements & Mineral Industries Ltd
4198,Vallabh Steels Ltd
4199,Suumaya Industries Ltd
4200,TV Vision Ltd
4201,Toyam Sports Ltd
4202,Shekhawati Poly-Yarn Ltd
4203,HCL Infosystems Ltd
4204,Sanco Industries Ltd
4205,Punjab Communications Ltd
4206,Ramco Systems Ltd
4207,Maha Rashtra Apex Corporation Ltd
4208,Aneri Fincap Ltd
4209,Vardhman Polytex Ltd
4210,Ankit Metal & Power Ltd
4211,Thakral Services (India) Ltd
4212,TIL Ltd
4213,Bodhtree Consulting Ltd
4214,Starcom Information Technology Ltd
4215,Alan Scott Industries Ltd
4216,Gaekwar Mills Ltd
4217,Innocorp Ltd
4218,SpiceJet Ltd
4219,Modern Engineering and Projects Ltd
4220,Pan Electronics (India) Ltd
4221,Kobo Biotech Ltd
4222,Hemadri Cements Ltd
4223,Heads UP Ventures Ltd
4224,Lotus Chocolate Company Ltd
4225,Shah Foods Ltd
4226,Spectra Industries Ltd
4227,Moongipa Capital Finance Ltd
4228,TeleCanor Global Ltd
4229,SKS Textiles Ltd
4230,Integra Switchgear Ltd
4231,A B M International Ltd
4232,Aadi Industries Ltd
4233,Kaya Ltd
4234,Indian Bright Steel Company Ltd
4235,Goldcoin Health Foods Ltd
4236,SC Agrotech Ltd
4237,Balkrishna Paper Mills Ltd
4238,SecureKloud Technologies Ltd
4239,Incon Engineers Ltd
4240,Shree Hari Chemicals Export Ltd
4241,Oxygenta Pharmaceutical Ltd
4242,Lypsa Gems & Jewellery Ltd
4243,RCI Industries & Technologies Ltd
4244,Siti Networks Ltd
4245,Ventura Textiles Ltd
4246,Tarai Foods Ltd
4247,Suven Life Sciences Ltd
4248,Kabra Drugs Ltd
4249,Lynx Machinery & Commercials Ltd
4250,Nutricircle Ltd
4251,Gayatri BioOrganics Ltd
4252,Tridev InfraEstates Ltd
4253,Nagarjuna Fertilizers & Chemicals Ltd
4254,Silly Monks Entertainment Ltd
4255,Twenty First Century Management Services Ltd
4256,Abate As Industries Ltd
4257,Galaxy Cloud Kitchens Ltd
4258,Banas Finance Ltd
4259,Diksha Greens Ltd
4260,Univa Foods Ltd
4261,Maruti Securities Ltd
4262,Pharmaids Pharmaceuticals Ltd
4263,IMP Powers Ltd
4264,Sterling & Wilson Renewable Energy Ltd
4265,Ador Multi Products Ltd
4266,Mudunuru Ltd
4267,TMT (I) Ltd
4268,Tarapur Transformers Ltd
4269,Midwest Gold Ltd
4270,Future Lifestyle Fashions Ltd
4271,Deccan Bearings Ltd
4272,Regency Trust Ltd
4273,Ansal Properties & Infrastructure Ltd
4274,SRM Energy Ltd
4275,RSC International Ltd
4276,Valencia Nutrition Ltd
4277,Precision Containeurs Ltd
4278,Bridge Securities Ltd
4279,Sun Pharma Advanced Research Company Ltd
4280,Vasa Retail and Overseas Ltd
4281,Supreme Engineering Ltd
4282,Yarn Syndicate Ltd
4283,Standard Shoe Sole & Mould India Ltd
4284,Standard Batteries Ltd
4285,Svarnim Trade Udyog Ltd
4286,Union Quality Plastics Ltd
4287,Melstar Information Technologies Ltd
4288,EMA India Ltd
4289,Radha Madhav Corporation Ltd
4290,International Data Management Ltd
4291,Heera Ispat Ltd
4292,Hemo Organic Ltd
4293,Paos Industries Ltd
4294,Impex Ferro Tech Ltd
4295,Binani Industries Ltd
4296,Sintex Plastics Technology Ltd
4297,Innovative Tyres & Tubes Ltd
4298,V R Woodart Ltd
4299,BN Holdings Ltd
4300,Suditi Industries Ltd
4301,Vuenow Infratech Ltd
4302,Kore Foods Ltd
4303,J D Orgochem Ltd
4304,Epsom Properties Ltd
4305,High Street Filatex Ltd
4306,Ambitious Plastomac Company Ltd
4307,Telogica Ltd
4308,Sharp India Ltd
4309,Savant Infocomm Ltd
4310,Jayabharat Credit Ltd
4311,PAE Ltd
4312,Mipco Seamless Rings (Gujarat) Ltd
4313,Starlite Components Ltd
4314,Quantum Digital Vision India Ltd
4315,Modern Dairies Ltd
4316,Monind Ltd
4317,Suryo Foods & Industries Ltd
4318,IITL Projects Ltd
4319,Garodia Chemical Ltd
4320,Tuticorin Alkali Chemicals & Fertilizers Ltd
4321,Modipon Ltd
4322,Cropster Agro Ltd
4323,Royal Cushion Vinyl Products Ltd
4324,Raymed Labs Ltd
4325,Sanjivani Paranteral Ltd
4326,Vintron Informatics Ltd
4327,Quintegra Solutions Ltd
4328,Linaks Microelectronics Ltd
4329,Switching Technologies Gunther Ltd
4330,Fourth Generation Information Systems Ltd
4331,Carnation Industries Ltd
4332,EL Forge Ltd
4333,Metalyst Forgings Ltd
4334,Vas Infrastructure Ltd
4335,Gujarat State Financial Corporation
4336,Quadrant Televentures Ltd
4337,TCI Finance Ltd
4338,Manipal Finance Corporation Ltd
4339,Invigorated Business Consulting Ltd
4340,Roselabs Finance Ltd
4341,Amalgamated Electricity Company Ltd
4342,Mediaone Global Entertainment Ltd
4343,Tricom Fruit Products Ltd
4344,Alliance Integrated Metaliks Ltd
4345,Yashraj Containeurs Ltd
4346,Sudal Industries Ltd
4347,Tamil Nadu Telecommunications Ltd
4348,Shyam Telecom Ltd
4349,GTL Ltd
4350,Shree Precoated Steels Ltd
4351,Mukat Pipes Ltd
4352,Prakash Steelage Ltd
4353,Tayo Rolls Ltd
4354,Deccan Polypacks Ltd
4355,Mid India Industries Ltd
4356,Sri Lakshmi Saraswathi Textiles (Arni) Ltd
4357,Shree Rajasthan Syntex Ltd
4358,Manor Estates & Industries Ltd
4359,Modella Woollens Ltd
4360,Uniworth Ltd
4361,Meyer Apparel Ltd
4362,Priya Ltd
4363,Spentex Industries Ltd
4364,E-Land Apparel Ltd
4365,Simplex Mills Company Ltd
4366,NB Footwear Ltd
4367,Welterman International Ltd
4368,Coral Newsprints Ltd
4369,Polo Hotels Ltd
4370,Jet Airways (India) Ltd
4371,Educomp Solutions Ltd
4372,Infomedia Press Ltd
4373,Foundry Fuel Products Ltd
4374,IIRM Holdings India Ltd
4375,MPL Plastics Ltd
4376,Bhudevi Infra Projects Ltd
4377,Max Alert Systems Ltd
4378,Asian Petroproducts & Exports Ltd
4379,Rajasthan Petro Synthetics Ltd
4380,iStreet Network Ltd
4381,Tejassvi Aaharam Ltd
4382,Manbro Industries Ltd
4383,Shree Manufacturing Company Ltd
4384,Covidh Technologies Ltd
4385,Channel Nine Entertainment Ltd
4386,Binny Mills Ltd
4387,eDynamics Solutions Ltd
4388,Tine Agro Ltd
4389,Justride Enterprises Ltd
4390,Markobenz Ventures Ltd
4391,TECIL Chemical & Hydro Power Ltd
4392,Grand Foundry Ltd
4393,National Plywood Industries Ltd
4394,Miven Machine Tools Ltd
4395,Gujarat Inject (Kerala) Ltd
4396,Jain Irrigation Systems Ltd-DVR
4397,Aban Offshore Ltd
4398,Alps Industries Ltd
4399,Borosil Renewables Ltd
4400,Cranes Software International Ltd
4401,Essar Shipping Ltd
4402,Golden Tobacco Ltd
4403,HMT Ltd
4404,Vodafone Idea Ltd
4405,IDream Film Infrastructure Company Ltd
4406,IL&FS Engineering & Construction Co Ltd
4407,Indokem Ltd
4408,Muller & Phipps (India) Ltd
4409,Nimbus Projects Ltd
4410,Satchmo Holdings Ltd
4411,Picturehouse Media Ltd
4412,Pondy Oxides & Chemicals Ltd
4413,Rama Petrochemicals Ltd
4414,Kridhan Infra Ltd
4415,Reliance Communications Ltd
4416,Sea TV Network Ltd
4417,Sri Adhikari Brothers Television Network Ltd
4418,State Trading Corporation of India Ltd
4419,Supreme Infrastructure India Ltd
4420,Ushdev International Ltd
4421,Zenith Steel Pipes & Industries Ltd
4422,Raunaq EPC International Ltd
4423,A K Spintex Ltd
4424,Mishtann Foods Ltd
4425,N K Industries Ltd
4426,Premier Ltd
4427,UR Sugar Industries Ltd
4428,Eco Hotels and Resorts Ltd
4429,Avance Technologies Ltd
4430,Diligent Media Corporation Ltd
4431,Shiva Texyarn Ltd
4432,Suryalata Spinning Mills Ltd
4433,Unistar Multimedia Ltd
4434,Steel Strips Infrastructures Ltd
4435,SAB Industries Ltd
4436,Deep Diamond India Ltd
4437,Tata Motors-DVR
4438,Kinetic Engineering Ltd
4439,Future Enterprises-DVR
4440,Bandaram Pharma Packtech Ltd
4441,Intellivate Capital Ventures Ltd
4442,Dynavision Ltd
4443,MKVentures Capital Ltd
4444,Gayatri Rubbers and Chemicals Ltd
4445,Suraj Industries Ltd
4446,NIBE Ltd
4447,Authum Investment & Infrastructure Ltd
4448,Anka India Ltd
4449,Patron Exim Ltd
4450,Labelkraft Technologies Ltd
4451,Sotac Pharmaceuticals Ltd
4452,IFL Enterprises Ltd
4453,Vaidya Sane Ayurved Laboratories Ltd
4454,Pritika Engineering Components Ltd
4455,Markolines Pavement Technologies Ltd
4456,Quality RO Industries Ltd
4457,Anzen India Energy Yield Plus Trust
4458,Viviana Power Tech Ltd
4459,Response Informatics Ltd
4460,K&R Rail Engineering Ltd
4461,GHCL Textiles Ltd
4462,Nupur Recyclers Ltd
4463,AccelerateBS India Ltd
4464,Kaka Industries Ltd
4465,Integrated Industries Ltd
4466,TCC Concept Ltd
4467,Sprayking Agro Equipment Ltd
4468,Brawn Biotech Ltd
4469,Nexus Select Trust
4470,Trishakti Industries Ltd
4471,Latteys Industries Ltd
4472,Shraddha Prime Projects Ltd
4473,Sizemasters Technology Ltd
4474,Jio Financial Services Ltd
4475,Valiant Laboratories Ltd
4476,OneClick Logistics India Ltd
4477,Womancart Ltd
4478,Mono Pharmacare Ltd
4479,KK Shah Hospitals Ltd
4480,Vrundavan Plantation Ltd
4481,KCD Industries India Ltd
4482,Race Eco Chain Ltd
4483,Amrapali Industries Ltd
4484,Virtual Global Education Ltd
4485,Ace Integrated Solutions Ltd
4486,Naapbooks Ltd
4487,Tera Software Ltd
4488,Swashthik Plascon Ltd
4489,S J Logistics (India) Ltd
4490,Supreme Power Equipment Ltd
4491,Bajel Projects Ltd
